detector,data_mode,stage,variant,subset,catalog,candidate_kind,query_total,catalog_total,sis_lensed_images,sis_unlensed,pm_lensed_images,pm_unlensed,total_lensed_images,total_unlensed,epochs,backbone,preprocess,observed_sky_label,a90_ref_deg2,test_a90_median_deg2,test_a90_p90_deg2,valid,r@1,r@5,r@10,r@50,r@100,r@500,median_true_rank,top_1pct_k,top_1pct,top_5pct_k,top_5pct,top_10pct_k,top_10pct,lambda_sky_step,val_selected_r@10,lambda_sky_log_overlap
LIGO,noisy,stage2_observed_sky,observed_sky_step_only,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,LIGO/2.5G HL-like baseline A90=100 deg2,100.0,399.20113622580755,500.0,3000,0.7766666666666666,0.7766666666666666,0.7773333333333333,0.938,0.99,1.0,1.0,90,0.988,450,1.0,900,1.0,,,
LIGO,noisy,stage2_observed_sky,observed_sky_step_only,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,LIGO/2.5G HL-like baseline A90=100 deg2,100.0,399.20113622580755,500.0,3000,0.7653333333333333,0.7653333333333333,0.7653333333333333,0.9116666666666666,0.9856666666666667,1.0,1.0,90,0.984,450,1.0,900,1.0,,,
LIGO,noisy,stage2_observed_sky,observed_sky_step_only,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,LIGO/2.5G HL-like baseline A90=100 deg2,100.0,399.20113622580755,500.0,6000,0.7709999999999999,0.7709999999999999,0.7713333333333333,0.9248333333333333,0.9878333333333333,1.0,1.0,90,0.986,450,1.0,900,1.0,,,
LIGO,noisy,stage2_observed_sky,observed_sky_log_overlap_only,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,LIGO/2.5G HL-like baseline A90=100 deg2,100.0,399.20113622580755,500.0,6000,0.19583333333333333,0.38266666666666665,0.4925,0.8481666666666666,0.9501666666666667,1.0,11.0,90,0.9386666666666666,450,1.0,900,1.0,,,
LIGO,noisy,stage2_observed_sky,observed_sky_log_overlap_only,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,LIGO/2.5G HL-like baseline A90=100 deg2,100.0,399.20113622580755,500.0,3000,0.23766666666666666,0.44766666666666666,0.565,0.8873333333333333,0.9643333333333334,1.0,8.0,90,0.9566666666666667,450,1.0,900,1.0,,,
LIGO,noisy,stage2_observed_sky,observed_sky_log_overlap_only,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,LIGO/2.5G HL-like baseline A90=100 deg2,100.0,399.20113622580755,500.0,3000,0.154,0.31766666666666665,0.42,0.809,0.936,1.0,15.0,90,0.9206666666666666,450,1.0,900,1.0,,,
LIGO,noisy,stage2_observed_sky,observed_sky_log_overlap_only,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,LIGO/2.5G HL-like baseline A90=100 deg2,100.0,399.20113622580755,500.0,6000,0.19583333333333333,0.38266666666666665,0.49249999999999994,0.8481666666666667,0.9501666666666667,1.0,11.5,90,0.9386666666666666,450,1.0,900,1.0,,,
LIGO,noisy,stage2_observed_sky,waveform_plus_observed_sky_step_val_selected,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,LIGO/2.5G HL-like baseline A90=100 deg2,100.0,399.20113622580755,500.0,6000,0.171,0.29583333333333334,0.3895,0.7331666666666666,0.8733333333333333,0.9831666666666666,17.0,90,0.853,450,0.9811666666666666,900,0.9898333333333333,0.5,0.3913333333333333,
LIGO,noisy,stage2_observed_sky,waveform_plus_observed_sky_step_val_selected,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,LIGO/2.5G HL-like baseline A90=100 deg2,100.0,399.20113622580755,500.0,3000,0.204,0.35133333333333333,0.44733333333333336,0.7716666666666666,0.895,0.9883333333333333,14.0,90,0.8766666666666667,450,0.9866666666666667,900,0.9933333333333333,0.5,0.3913333333333333,
LIGO,noisy,stage2_observed_sky,waveform_plus_observed_sky_step_val_selected,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,LIGO/2.5G HL-like baseline A90=100 deg2,100.0,399.20113622580755,500.0,3000,0.138,0.24033333333333334,0.33166666666666667,0.6946666666666667,0.8516666666666667,0.978,22.0,90,0.8293333333333334,450,0.9756666666666667,900,0.9863333333333333,0.5,0.3913333333333333,
